"news_id","source","title","content_text","published_at","url","topic_tags","extracted_at","is_fraud_related"
"4472","Коммерсантъ. Лента новостей","Гендиректор «Эксмо» Евгений Капьев избежал статуса обвиняемого после допроса","Следователи допросили четырех топ-менеджеров «Эксмо», в том числе гендиректора издательства Евгения Капьева, но никому из них обвинения не предъявили, сообщает ТАСС со ссылкой на источник в правоохранительных органах. В каком статусе находятся допрошенные, агентство не сообщает.","2026-04-22T14:55:08Z","https://www.kommersant.ru/doc/8607315","происшествия","2026-04-23T07:02:34Z",
"4473","Коммерсантъ. Лента новостей","Сотрудник предприятия в Брянской области пострадал из-за атаки БПЛА","Сотрудник перерабатывающего предприятия в Погарском районе Брянской области ранен из-за атаки беспилотников ВСУ на регион. Об этом сообщил губернатор области Александр Богомаз в Telegram-канале.","2026-04-22T14:46:03Z","https://www.kommersant.ru/doc/8607299","происшествия","2026-04-23T07:02:34Z",
"4327","Коммерсантъ. Лента новостей","Tasnim: Иран не подтвердил участие в переговорах с США 24 апреля","Иран пока не планирует участвовать в переговорах с США 24 апреля, сообщает иранское агентство Tasnim. Президент США Дональд Трамп допустил проведение второго раунда переговоров в ближайшие «36-72 часа».","2026-04-22T14:34:45Z","https://www.kommersant.ru/doc/8607290","мир","2026-04-23T07:02:34Z",
"4328","Коммерсантъ. Лента новостей","В Германии изучают пути поставок нефти при остановке транзита по «Дружбе»","Власти Германии изучают пути снабжения нефтью при остановке транзита по нефтепроводу «Дружба» из Казахстана. Об этом журналистам сообщил официальный представитель правительства ФРГ Штефан Корнелиус.","2026-04-22T14:33:23Z","https://www.kommersant.ru/doc/8607280","мир","2026-04-23T07:02:34Z",
"4329","Коммерсантъ. Лента новостей","«Белнефтехим» подтвердил начало транзита нефти по «Дружбе» в Венгрию и Словакию","Белорусский промышленный комплекс «Белнефтехим» подтвердил информацию о начале транзита российской нефти через нефтепровод «Дружба» в Венгрию и Словакию через Белоруссию, передает БЕЛТА. 21 апреля президент Украины Владимир Зеленский сообщил, что ремонтные работы на «Дружбе» завершены, но не уточнил дату возобновления поставок.","2026-04-22T14:23:48Z","https://www.kommersant.ru/doc/8607281","бизнес","2026-04-23T07:02:34Z",
"4330","Коммерсантъ. Лента новостей","Часть Херсонской области снова осталась без света","Новокаховский округ в Херсонской области полностью обесточен из-за аварии в энергетической системе. Об этом сообщили “Ъ” в администрации региона.","2026-04-22T14:16:15Z","https://www.kommersant.ru/doc/8607263","происшествия","2026-04-23T07:02:34Z",
"4331","Коммерсантъ. Лента новостей","Минтранс напомнил о правилах и ограничениях при проезде по Крымскому мосту","В Министерстве транспорта РФ накануне туристического сезона напомнили о правилах проезда по Крымскому мосту. Как сообщили в пресс-службе ведомства, на переходе через Керченский пролив продолжает действовать правило обязательного досмотра транспорта, багажа и граждан.","2026-04-22T14:14:44Z","https://www.kommersant.ru/doc/8607221","общество","2026-04-23T07:02:34Z",
"4332","Коммерсантъ. Лента новостей","Eurostat: европейская молодежь съезжает от родителей в среднем в 26 лет","В 2025 году молодые люди в ЕС съезжали от родителей в среднем в возрасте 26,3 года, сообщает Eurostat. Раньше других отдельно жить начинают в Северной Европе: в Финляндии — в 21,4 года, в Дании — в 21,7 года, в Швеции — в 21,9 года.","2026-04-22T14:13:08Z","https://www.kommersant.ru/doc/8607249","общество","2026-04-23T07:02:34Z",
"4333","Коммерсантъ. Лента новостей","Объявлен лонг-лист премии «Большая книга»","Совет экспертов литературной премии «Большая книга» объявил лонг-лист XXI сезона. Как и в прошлом году, премия будет присуждаться в двух номинациях.","2026-04-22T14:11:54Z","https://www.kommersant.ru/doc/8607248","культура","2026-04-23T07:02:34Z",
"4334","Коммерсантъ. Лента новостей","Politico: в Белом доме составили список «плохих» и «хороших» союзников по НАТО","В администрации президента Дональда Трампа подготовили документ, делящий союзников по НАТО на «хороших» и «плохих» в зависимости от их отношения к войне в Иране. Об этом сообщает издание Politico со ссылкой на трех европейских дипломатов и одного американского военного чиновника, знакомых с ситуацией.","2026-04-22T14:09:41Z","https://www.kommersant.ru/doc/8607232","мир","2026-04-23T07:02:34Z",
"2089","Коммерсантъ. Лента новостей","Трамп допустил новые переговоры с Ираном в ближайшие «36-72 часа»","Президент США Дональд Трамп анонсировал «хорошие новости» о втором раунде переговоров между американской и иранской сторонами 24 апреля. Об этом он сказал в интервью The New York Post.","2026-04-22T14:07:16Z","https://www.kommersant.ru/doc/8607243","мир","2026-04-23T07:02:34Z",
"2090","Коммерсантъ. Лента новостей","Переживший покушение генерал Алексеев решил вернуться на службу","Первый замначальника Главного управления Генштаба ВС России генерал-лейтенант Владимир Алексеев планирует вернуться на службу после восстановления здоровья. Об этом сообщил начальник ГРУ Игорь Костюков.","2026-04-22T14:06:45Z","https://www.kommersant.ru/doc/8607267","политика","2026-04-23T07:02:34Z",
"2091","Коммерсантъ. Лента новостей","Разбивших фигуру Христа израильских военнослужащих отправили в тюрьму","Двух военнослужащих израильской армии отстранили от службы и отправили на 30 дней в тюрьму за разрушение фигуры распятого Христа в Ливане. Как сообщает CNN, с шестерыми военнослужащими—свидетелями инцидента, не остановившими сослуживцев, проведут разъяснительную беседу.","2026-04-22T14:05:05Z","https://www.kommersant.ru/doc/8607246","мир","2026-04-23T07:02:34Z",
"2092","Коммерсантъ. Лента новостей","Первого замглавы Подольска Мамлая арестовали по делу о получении взятки","Тверской районный суд Москвы арестовал первого заместителя главы Подольска Александра Мамлая. Он обвиняется в получении взятки в особо крупном размере.","2026-04-22T14:02:26Z","https://www.kommersant.ru/doc/8607231","происшествия","2026-04-23T07:02:34Z",
"2093","Коммерсантъ. Лента новостей","МИД Ирана объяснил позицию по переговорам противоречивой позицией США","Иран согласится на возобновление переговоров с США, если этот диалог будет отвечать интересам Исламской Республики, заявил представитель иранского МИДа Эсмаил Багаи. По его словам, пока решение откладывается из-за противоречивых заявлений и действий американской стороны.","2026-04-22T14:02:01Z","https://www.kommersant.ru/doc/8607242","мир","2026-04-23T07:02:34Z",
"2094","Коммерсантъ. Лента новостей","В АСТ ответили на требование Бастрыкина проверить «Вредные советы» Остера","В издательстве АСТ, которое издает книги детского писателя Григория Остера, ответили на требования проверить его творчество. Запросов от Следственного комитета России (СКР), прокуратуры и иных структур в издательство не поступало, сообщили “Ъ” в АСТ.","2026-04-22T13:48:04Z","https://www.kommersant.ru/doc/8607247","общество","2026-04-23T07:02:34Z",
"2095","Коммерсантъ. Лента новостей","Путин встретился с президентом Сейшельских Островов Эрмини","Президент России Владимир Путин встретился в Кремле с президентом Сейшельских Островов Патриком Эрмини. По словам российского президента, странам «есть над чем работать» в плане объемов торгово-экономических связей.","2026-04-22T13:22:01Z","https://www.kommersant.ru/doc/8607208","мир","2026-04-23T07:02:34Z",
"2096","Коммерсантъ. Лента новостей","Три станции московского метро на Троицкой линии построят к 2029 году","Три станции московского метро в составе Троицкой линии в районе Коммунарки будут построены к 2029 году. Об этом сообщил заместитель мэра столицы Владимир Ефимов.","2026-04-22T13:19:59Z","https://www.kommersant.ru/doc/8607214","общество","2026-04-23T07:02:34Z",
"2097","Коммерсантъ. Лента новостей","Патриарх Кирилл заявил об угрозе присутствию РПЦ в Эстонии","Патриарх Московский и всея Руси Кирилл заявил, что давление властей Эстонии угрожает присутствию Русской православной церкви в стране. Такими опасениями архиерей поделился во время выступления в Доме приемов МИД России в Москве.","2026-04-22T13:08:16Z","https://www.kommersant.ru/doc/8607191","мир","2026-04-23T07:02:34Z",
"2098","Коммерсантъ. Лента новостей","«Единая Россия» намерена выдвинуть военкора Куксенкову на выборах в Госдуму","На выборах в Госдуму по Макеевскому округу в Донецкой Народной Республике (ДНР) партия «Единая Россия» (ЕР) планирует выдвинуть военного корреспондента «Первого канала» Ирину Куксенкову. Об этом «Ъ» сообщили источники.","2026-04-22T13:06:58Z","https://www.kommersant.ru/doc/8607168","политика","2026-04-23T07:02:34Z",
"2099","Коммерсантъ. Лента новостей","Умер основатель группы Traffic Дэйв Мейсон","Музыкант, один из основателей британской рок-группы Traffic и сайдмен Rolling Stones Дэйв Мейсон умер в возрасте 79 лет. Об этом сообщила газета Variety со ссылкой на пресс-секретаря артиста.","2026-04-22T13:03:36Z","https://www.kommersant.ru/doc/8607181","культура","2026-04-23T07:02:34Z",
"2100","Коммерсантъ. Лента новостей","В минздраве рассказали о состоянии пострадавших после обрушения дома в Сызрани","Двое госпитализированных после обрушения дома в Сызрани находятся в тяжелом состоянии. Об этом сообщил министр здравоохранения Самарской области Андрей Орлов.","2026-04-22T13:01:23Z","https://www.kommersant.ru/doc/8607173","происшествия","2026-04-23T07:02:34Z",
"2101","Коммерсантъ. Лента новостей","Банк России опроверг сообщения о платных переводах по СБП","Условия переводов по Системе быстрых платежей (СБП) после 1 мая останутся прежними. Тарифы не поменяют ни для физических лиц, ни для бизнеса.","2026-04-22T13:00:52Z","https://www.kommersant.ru/doc/8607176","бизнес","2026-04-23T07:02:34Z",
"2102","Коммерсантъ. Лента новостей","Россия с мая остановит прокачку нефти из Казахстана в Германию по «Дружбе» // Новак объявил о прекращении с мая прокачки казахстанской нефти в ФРГ по «Дружбе»","Транзит казахстанской нефти в Германию по нефтепроводу «Дружба» будет прекращен с 1 мая. Об этом заявил вице-премьер России Александр Новак.","2026-04-22T13:00:05Z","https://www.kommersant.ru/doc/8607183","бизнес","2026-04-23T07:02:34Z",
"2103","Коммерсантъ. Лента новостей","В США отзовут свыше 140 тыс. автомобилей Ford из-за проблем с проводкой","В США отзовут 140,2 тыс. автомобилей Ranger американского производителя Ford из-за поврежденной проводки, которая может вызвать короткое замыкание и возгорание в области передней стойки кузова. Об этом сообщило Национальное управление безопасности движения на трассах (NHTSA), передает Reuters.","2026-04-22T12:57:39Z","https://www.kommersant.ru/doc/8607151","бизнес","2026-04-23T07:02:34Z",
"2104","Коммерсантъ. Лента новостей","Ligue 1 сняла короткометражный документальный фильм про вратаря Сафонова","Французская Ligue 1 выпустила короткометражный документальный фильм про российского вратаря «Пари Сен-Жермен» Матвея Сафонова. 10-минутный ролик под названием «Кто такой Матвей Сафонов на самом деле?» опубликован на YouTube-канале чемпионата.","2026-04-22T12:40:52Z","https://www.kommersant.ru/doc/8607162","спорт","2026-04-23T07:02:34Z",
"2105","Коммерсантъ. Лента новостей","Telega пожаловалась ФАС на Apple после блокировки приложения","Разработчики Telega — альтернативного клиента мессенджера Telegram — подали жалобу в Федеральную антимонопольную службу (ФАС) России на Apple из-за удаления своего приложения из AppStore. Об этом компания сообщила в пресс-релизе.","2026-04-22T12:40:15Z","https://www.kommersant.ru/doc/8607154","телекоммуникации","2026-04-23T07:02:34Z",
"2106","Коммерсантъ. Лента новостей","Мировые горнолыжные курорты установили рекорд посещаемости","Горнолыжные курорты во всем мире продемонстрировали в прошлом сезоне рекордную посещаемость, несмотря на нестабильные снежные условия и изменение климата. Об этом сообщается в Докладе о международном горнолыжном туризме, представленном 21 апреля на выставке Mountain Planet во французском Гренобле, пишет La Tribune.","2026-04-22T12:40:06Z","https://www.kommersant.ru/doc/8607119","бизнес","2026-04-23T07:02:34Z",
"2107","Коммерсантъ. Лента новостей","ЕС объявил о новом пакете финансирования для Украины на €600 млн","Евросоюз и Европейский инвестиционный банк объявили о новом пакете финансирования для Украины на €600 млн. Об этом сообщила пресс-служба Европейской дипломатической службы.","2026-04-22T12:34:45Z","https://www.kommersant.ru/doc/8607155","мир","2026-04-23T07:02:34Z",
"2108","Коммерсантъ. Лента новостей","Мексика проведет расследование о деятельности ЦРУ на территории страны","Президент Мексики Клаудиа Шейнбаум распорядилась расследовать обстоятельства участия двух сотрудников ЦРУ в мексиканской операции против наркокартелей. Об этом сообщает BBC.","2026-04-22T12:32:02Z","https://www.kommersant.ru/doc/8607116","мир","2026-04-23T07:02:34Z",
"2109","Коммерсантъ. Лента новостей","Экономика Грузии получила наибольший доход от туристов из России","С января по март российские туристы принесли грузинской экономике $124,3 млн. По этому показателю они находятся на первом месте среди всех приезжающих в Грузию, сообщает Национальное статистическое управление Грузии (Geostat).","2026-04-22T12:26:40Z","https://www.kommersant.ru/doc/8607058","экономика","2026-04-23T07:02:34Z",
"2110","Коммерсантъ. Лента новостей","В Молдавии бизнесмена Плахотнюка приговорили к 19 годам тюрьмы","Кишиневский суд сектора Буюкань приговорил к 19 годам лишения свободы бизнесмена и бывшего лидера Демократической партии Молдавии Владимира Плахотнюка. Он признан виновным в банковском мошенничестве, организации преступной группировки и отмывании денег.","2026-04-22T12:23:47Z","https://www.kommersant.ru/doc/8607144","мир","2026-04-23T07:02:34Z",
"2111","Коммерсантъ. Лента новостей","В Сызрани ввели региональный режим ЧС","В Сызрани введен режим ЧС регионального характера. Об этом сообщил губернатор Самарской области Вячеслав Федорищев в Max.","2026-04-22T12:17:45Z","https://www.kommersant.ru/doc/8607145","происшествия","2026-04-23T07:02:34Z",
"2112","Коммерсантъ. Лента новостей","Иран назвал условие сохранения режима прекращения огня с США","Режим прекращения огня должен распространяться на весь ближневосточный регион, в том числе на Ливан, заявил постпред Ирана при ООН Амир Саид Иравани. По его словам, это одно из требований, которое выдвинул Иран для продолжения перемирия с США.","2026-04-22T12:12:30Z","https://www.kommersant.ru/doc/8607112","мир","2026-04-23T07:02:34Z",
"2113","Коммерсантъ. Лента новостей","Британия одобрила запрет на продажу табачных изделий для рожденных с 2009 года","21 апреля парламент Великобритании одобрил законопроект, который подразумевает полный запрет на продажу табачных изделий гражданам, родившимся после 1 января 2009 года. Целью законопроекта заявляется создание в стране «поколения, свободного от курения».","2026-04-22T12:09:47Z","https://www.kommersant.ru/doc/8607066","бизнес","2026-04-23T07:02:34Z",
"2114","Коммерсантъ. Лента новостей","В Сызрани до конца недели отменили все массовые мероприятия","До конца недели в Сызрани отменили все развлекательные, спортивные и прочие массовые мероприятия. Решение принято после сегодняшней массированной атаки беспилотников.","2026-04-22T12:07:41Z","https://www.kommersant.ru/doc/8607118","происшествия","2026-04-23T07:02:34Z",
"2115","Коммерсантъ. Лента новостей","В Кемеровской области ввели режим ЧС из-за обвалившейся дороги","Губернатор Кемеровской области Илья Середюк объявил режим ЧС регионального характера из-за обвалившейся дороги на участке трассы Бийск–Мартыново–Кузедеево–Новокузнецк. По предварительной оценке, ситуацию спровоцировали природные факторы, в том числе повышенное водонасыщение грунтов, сообщил глава региона в Telegram-канале.","2026-04-22T11:58:40Z","https://www.kommersant.ru/doc/8607117","происшествия","2026-04-23T07:02:34Z",
"2116","Коммерсантъ. Лента новостей","Минпросвещения поддержало идею об удалении оскорбляющих педагогов видео","Глава Минпросвещения Сергей Кравцов поддержал инициативу спикера Госдумы Вячеслава Володина об удалении из интернета видеозаписей, содержащих оскорбления педагогов. По мнению министра, такие публикации «наносят ущерб авторитету профессии учителя», а также «создают опасную модель поведения» для подростков.","2026-04-22T11:56:31Z","https://www.kommersant.ru/doc/8607095","общество","2026-04-23T07:02:34Z",
"2117","Коммерсантъ. Лента новостей","Бывший курский губернатор Алексей Смирнов обжаловал приговор за взятку","Защита бывшего губернатора Курской области Алексея Смирнова подала апелляцию на приговор по делу о взяточничестве. Согласно картотеке дел Ленинского райсуда Курска, жалоба пока не принята к рассмотрению.","2026-04-22T11:55:19Z","https://www.kommersant.ru/doc/8607041","происшествия","2026-04-23T07:02:34Z",
"2118","Коммерсантъ. Лента новостей","Первый из восьми задержанных в Азербайджане россиян получил срок // Россиянин Александр Вайсеро осужден на четыре года в Азербайджане","Суд в Азербайджане приговорил россиянина Александра Вайсеро к четырем годам колонии по делу о легализации денег, сообщает издание Minval. Его задержали вместе с еще семью россиянами во время обострения отношений России и Азербайджана летом 2025 года.","2026-04-22T11:50:08Z","https://www.kommersant.ru/doc/8607110","происшествия","2026-04-23T07:02:34Z",
"2119","Коммерсантъ. Лента новостей","Бывшему главе космического центра имени Хруничева заочно дали семь лет","Московский суд заочно приговорил к семи годам Андрея Калиновского, бывшего гендиректора космического научно-производственного центра имени М. В. Хруничева.","2026-04-22T11:49:16Z","https://www.kommersant.ru/doc/8607104","происшествия","2026-04-23T07:02:34Z",
"2120","Коммерсантъ. Лента новостей","ЕС вернется к теме санкций против руководства Грузии","Глава европейской дипломатии Кая Каллас заявила, что Грузия «не демонстрирует никаких признаков разворота от демократического отката». По ее словам, в ЕС «сохраняется общий настрой» на введение персональных санкций против представителей грузинского правительства.","2026-04-22T11:45:52Z","https://www.kommersant.ru/doc/8607106","мир","2026-04-23T07:02:34Z",
"2121","Коммерсантъ. Лента новостей","РКН прокомментировал блокировку сервиса для помощи диабетикам во «ВКонтакте»","Роскомнадзор (РКН) направил соцсети «ВКонтакте» уведомление о блокировке раздела для помощи больным диабетом в группе «Нюра Шарикова l Сахарный диабет» 19 марта. В нем размещалась информация о торговле лекарственными препаратами, отпускаемыми по рецепту, сказали в ведомстве.","2026-04-22T11:45:38Z","https://www.kommersant.ru/doc/8607092","общество","2026-04-23T07:02:34Z",
"2122","Коммерсантъ. Лента новостей","Суд отклонил иск директора ФБР Патела о защите чести и достоинства","Федеральный суд Хьюстона отклонил иск главы ФБР Кэша Патела о защите чести и достоинства, сообщает CNBC. Господин Пател обвинял в клевете бывшего высокопоставленного сотрудника агентства, а ныне аналитика новостных служб NBC и MSNBC Фрэнка Фильюцци.","2026-04-22T11:42:29Z","https://www.kommersant.ru/doc/8607022","мир","2026-04-23T07:02:34Z",
"2123","Коммерсантъ. Лента новостей","Совбез России предупредил о спаде экономики Армении в случае выхода из ЕАЭС","Выход из Евразийского экономического союза (ЕАЭС) приведет к сокращению ВВП страны на 15,1% и росту инфляции на 14,3%, заявил заместитель секретаря Совета безопасности России Алексей Шевцов. По его словам, в таком случае вырастут расходы на грузоперевозки, сократятся инвестиции, а «о льготных поставках энергоносителей Еревану придется забыть».","2026-04-22T11:36:54Z","https://www.kommersant.ru/doc/8607097","мир","2026-04-23T07:02:34Z",
"2124","Коммерсантъ. Лента новостей","Южная Корея отрицает ограничение обмена разведданными с США по КНДР","Министр обороны Южной Кореи Ан Гю Бэк отрицает, что США значительно ограничили со страной обмен разведывательными данными о КНДР. Источник «Рёнхап» сообщал, что причиной для ограничений стала утечка информации о ядерном потенциале Северной Кореи.","2026-04-22T11:32:35Z","https://www.kommersant.ru/doc/8607071","мир","2026-04-23T07:02:34Z",
"2125","Коммерсантъ. Лента новостей","«Единая Россия» поддержала кандидатуру Яны Лантратовой на пост омбудсмена","Президиум партии «Единая Россия» (ЕР) в Госдуме единогласно поддержал кандидатуру депутата Яны Лантратовой на пост уполномоченного по правам человека в России. Об этом сообщили в пресс-службе ЕР.","2026-04-22T11:23:45Z","https://www.kommersant.ru/doc/8607087","политика","2026-04-23T07:02:34Z",
"2126","Коммерсантъ. Лента новостей","Послы ЕС одобрили кредит для Украины и 20-й пакет санкций против России","Послы стран Евросоюза одобрили предоставление Украине кредита в размере €90 млрд, а также 20-й пакет санкций против России. Об этом сообщил представитель председательствующего в Совете ЕС Кипра, передает Reuters.","2026-04-22T11:15:41Z","https://www.kommersant.ru/doc/8607081","мир","2026-04-23T07:02:34Z",
"2127","Коммерсантъ. Лента новостей","В ЕК разъяснили высказывание фон дер Ляйен о Турции","Еврокомиссия пытается ослабить напряженность в отношениях с Турцией после того, как председатель ЕК Урсула фон дер Ляйен назвала эту страну в одном ряду с Россией и Китаем, создав впечатление, что партнер по НАТО и кандидат на вступление в ЕС рассматривается как потенциальная угроза. Об этом сообщило агентство Bloomberg.","2026-04-22T11:08:21Z","https://www.kommersant.ru/doc/8607064","мир","2026-04-23T07:02:34Z",
"2128","Коммерсантъ. Лента новостей","Госдума ратифицировала соглашение о военном сотрудничестве России и Никарагуа","Госдума ратифицировала межправительственный договор о военном сотрудничестве России и Никарагуа. Об этом свидетельствует статус документа в электронной базе парламента.","2026-04-22T11:04:30Z","https://www.kommersant.ru/doc/8607068","мир","2026-04-23T07:02:34Z",
"2129","Коммерсантъ. Лента новостей","Экс-защитник «Барселоны» Рафаэль Маркес возглавит сборную Мексики после ЧМ-2026","Рафаэль Маркес займет пост главного тренера сборной Мексики по футболу после чемпионата мира 2026 года. Об этом телеканалу Fox Sports сказал спортивный директор Федерации футбола Мексики Дуилио Давино.","2026-04-22T11:00:16Z","https://www.kommersant.ru/doc/8607069","спорт","2026-04-23T07:02:34Z",
"2130","Коммерсантъ. Лента новостей","Петер Мадьяр станет премьер-министром Венгрии 9 мая","Лидер победившей на парламентских выборах в Венгрии партии «Тиса» Петер Мадьяр займет пост премьер-министра 9 мая. Об этом он сообщил в соцсети X.","2026-04-22T10:58:03Z","https://www.kommersant.ru/doc/8607039","мир","2026-04-23T07:02:34Z",
"2131","Коммерсантъ. Лента новостей","Решетников объявил о запуске нового механизма поддержки экспортеров","Глава Минэкономики Максим Решетников на встрече с «Деловой Россией» 21 апреля сообщил о запуске нового механизма системной поддержки экспортеров — «Стандарта партнерства». Это пошаговая инструкция для выхода на рынки 29 дружественных стран.","2026-04-22T10:53:39Z","https://www.kommersant.ru/doc/8607062","экономика","2026-04-23T07:02:34Z",
"2132","Коммерсантъ. Лента новостей","Костин заявил о попытке «найти общие моменты» с Wildberries","Банки маркетплейсов -- это «полноправные члены банковской семьи», признал глава ВТБ Андрей Костин. По его словам, ВТБ пытается «найти общие моменты», в том числе с Wildberries.","2026-04-22T10:51:08Z","https://www.kommersant.ru/doc/8607051","бизнес","2026-04-23T07:02:34Z",
"2133","Коммерсантъ. Лента новостей","Росфинмониторинг усомнился в эффективности уголовного преследования дропперов","В первую очередь следует бороться с организаторами дропперских схем, а не с самими дропперами. Такое мнение высказал глава Росфинмониторинга Юрий Чиханчин.","2026-04-22T10:48:23Z","https://www.kommersant.ru/doc/8606999","бизнес","2026-04-23T07:02:34Z",
"2134","Коммерсантъ. Лента новостей","Глава МИД Польши обвинил Канье Уэста в фашизме и запретил ему въезд в страну","Министр иностранных дел Польши Радослав Сикорский запретил въезд в страну американскому рэперу Канье Уэсту. Об этом пишет издание Onet.","2026-04-22T10:40:24Z","https://www.kommersant.ru/doc/8607029","мир","2026-04-23T07:02:34Z",
"2135","Коммерсантъ. Лента новостей","Глава ВТБ рассказал о завершении продажи девелопера «Галс»","ВТБ (MOEX: VTBR) находится на завершающей стадии сделок по продаже девелопера «Галс» и предприятия по производству меди в Армении, сообщил председатель правления банка Андрей Костин. По его словам, ВТБ также ведет переговоры о продаже доли в петербургском аэропорту Пулково.","2026-04-22T10:36:19Z","https://www.kommersant.ru/doc/8607031","бизнес","2026-04-23T07:02:34Z",
"2136","Коммерсантъ. Лента новостей","Шведского хоккейного тренера обвиняют в контрабанде наркотиков","Бывший тренер шведского хоккейного клуба, выступающего в элитном дивизионе, задержан по подозрению в контрабанде наркотиков, сообщает Aftonbladet. Имя специалиста не называется.","2026-04-22T10:33:49Z","https://www.kommersant.ru/doc/8607035","спорт","2026-04-23T07:02:34Z",
"2137","Коммерсантъ. Лента новостей","Цены на презервативы выросли из-за войны на Ближнем Востоке","Крупнейший в мире производитель презервативов, малайзийская Karex, повышает розничные цены на свою продукцию примерно на 30% из-за военного конфликта на Ближнем Востоке. Об этом пишет Financial Times со ссылкой на заявление генерального директора компании Го Миа Киат.","2026-04-22T10:32:31Z","https://www.kommersant.ru/doc/8606991","бизнес","2026-04-23T07:02:34Z",
"2138","Коммерсантъ. Лента новостей","Румыния купила молдавский порт Джурджулешть с выходом в Черное море","Румыния официально купила Международный свободный порт Джурджулешть в Молдавии у Европейского банка реконструкции и развития (ЕБРР). Сделку завершила румынская компания «Администрация морских портов Констанца» (APM), которая теперь управляет портом, расположенным в 133 км от Черного моря, на месте слияния рек Прут и Дунай.","2026-04-22T10:30:33Z","https://www.kommersant.ru/doc/8607003","мир","2026-04-23T07:02:34Z",
"2139","Коммерсантъ. Лента новостей","СКР возбудил дело о теракте после удара БПЛА по многоквартирному дому в Сызрани","В Сызрани за ночь и утром 22 апреля сбиты не менее 11 беспилотников. Следственный комитет России (СКР) возбудил уголовное дело о теракте по факту гибели и ранения жителей Самарской области при ударе БПЛА по жилому многоквартирному дому.","2026-04-22T10:22:59Z","https://www.kommersant.ru/doc/8607017","происшествия","2026-04-23T07:02:34Z",
"2140","Коммерсантъ. Лента новостей","Reuters узнал о готовности ЕС принять 20-й пакет санкций против России","Послы Евросоюза готовы принять 20-й пакет санкций в отношении России, сообщает Reuters со ссылкой на европейских дипломатов. По их словам, в ЕС рассчитывают на одобрение Венгрии и Словакии в преддверии возобновления поставок нефти по трубопроводу «Дружба».","2026-04-22T10:11:57Z","https://www.kommersant.ru/doc/8607006","мир","2026-04-23T07:02:34Z",
"2141","Коммерсантъ. Лента новостей","Костин усомнился во введении налога на сверхприбыль банков","Идея введения в России налога на сверхприбыль банков вряд ли будет реализована, заявил глава ВТБ Андрей Костин. По его словам, инициатива не получила поддержку властей.","2026-04-22T10:09:42Z","https://www.kommersant.ru/doc/8606986","бизнес","2026-04-23T07:02:34Z",
"2142","Коммерсантъ. Лента новостей","Омбудсмен Армении ответила на призыв Варданяна приехать в Баку","Уполномоченный по правам человека в Армении Анаит Манасян заявила, что не поедет в Баку для посещения армянских заключенных. Заявление осужденного в Азербайджане бывшего госминистра непризнанной Нагорно-Карабахской республики Рубена Варданяна о том, что возможность ее визита обсуждалась с азербайджанской стороной, по ее словам, «вызывает недоумение».","2026-04-22T10:07:53Z","https://www.kommersant.ru/doc/8606994","мир","2026-04-23T07:02:34Z",
